Date,Close,High,Low,Open,Volume,Log_Return,SMA_10,SMA_20,SMA_50,EMA_10,Volatility_10,Volatility_20,RSI,Return_Lag1,Return_Lag2,Return_Lag3,Volume_Change,Volume_SMA_10,Target
2013-01-21,6082.2998046875,6094.35009765625,6065.10009765625,6085.75,130900.0,0.0029472886846284,6016.15498046875,5973.072509765625,5857.329990234375,6024.030448721621,0.006132832815320058,0.0067393791379316195,69.99994488931017,0.0041640079380211,0.0062038138766081,-0.0090808313412199,inf,13090.0,0
2013-01-22,6048.5,6101.2998046875,6040.5,6080.14990234375,129000.0,-0.0055725743889511,6020.8349609375,5983.1125,5863.8119921875,6028.4794580449625,0.006521844181325185,0.00623593176904393,57.107930589128046,0.0029472886846284,0.0041640079380211,0.0062038138766081,-0.014514896867838023,25990.0,1
2013-01-23,6054.2998046875,6069.7998046875,6021.14990234375,6052.85009765625,137000.0,0.0009584237077469,6029.11494140625,5993.039990234375,5869.695986328125,6033.174066525424,0.0061945384425317,0.0062377295804326655,55.922763293456626,-0.0055725743889511,0.0029472886846284,0.0041640079380211,0.0620155038759691,39690.0,0
2013-01-24,6019.35009765625,6065.2998046875,6007.85009765625,6046.2001953125,185200.0,-0.0057894348325395,6034.1849609375,5998.727490234375,5875.30798828125,6030.660617640118,0.006586590741329748,0.0062337314499329175,50.393627959717094,0.0009584237077469,-0.0055725743889511,0.0029472886846284,0.3518248175182481,58210.0,1
2013-01-25,6074.64990234375,6080.5498046875,6014.4501953125,6024.5,147600.0,0.0091450620291831,6046.519970703125,6008.95498046875,5883.075986328125,6038.6586694044145,0.006917575007849972,0.0062624364604059275,59.93549577358949,-0.0057894348325395,0.0009584237077469,-0.0055725743889511,-0.20302375809935203,72970.0,1
2013-01-28,6074.7998046875,6088.39990234375,6061.39990234375,6082.10009765625,113100.0,2.467640055672133e-05,6051.594970703125,6017.2774658203125,5890.897978515625,6045.22978491043,0.005945104533994203,0.006168808117428997,58.68373855281079,0.0091450620291831,-0.0057894348325395,0.0009584237077469,-0.233739837398374,84280.0,0
2013-01-29,6049.89990234375,6111.7998046875,6042.4501953125,6064.7001953125,157600.0,-0.0041073078839829,6050.924951171875,6024.5174560546875,5899.2759765625,6046.0788971710335,0.005895800984657735,0.006277976199617957,59.432154492702196,2.467640055672133e-05,0.0091450620291831,-0.0057894348325395,0.39345711759504853,100040.0,1
2013-01-30,6055.75,6071.9501953125,6044.14990234375,6065.0,124200.0,0.0009665070704739,6056.31494140625,6027.6424560546875,5908.90998046875,6047.837279503572,0.004982705552189268,0.005400713332541748,60.40376021677587,-0.0041073078839829,2.467640055672133e-05,0.0091450620291831,-0.21192893401015234,112460.0,0
2013-01-31,6034.75,6058.0498046875,6025.14990234375,6045.64990234375,168500.0,-0.0034738052384617,6055.869921875,6028.904956054687,5918.176982421875,6045.457774139286,0.004772200226058492,0.005445540840878621,59.881632719140214,0.0009665070704739,-0.0041073078839829,2.467640055672133e-05,0.356682769726248,129310.0,0
2013-02-01,5998.89990234375,6052.9501953125,5983.2001953125,6040.9501953125,159300.0,-0.0059583258626568,6049.319921875,6028.042456054687,5926.723984375,6036.992706540097,0.004846410205738288,0.0056109369928404205,46.736738068538195,-0.0034738052384617,0.0009665070704739,-0.0041073078839829,-0.05459940652818995,145240.0,0
2013-02-04,5987.25,6038.5,5981.25,6025.2001953125,141700.0,-0.0019438945962046,6039.81494140625,6027.9849609375,5934.17298828125,6027.948578078261,0.004636400946975755,0.005529748753876299,40.48561678798378,-0.0059583258626568,-0.0034738052384617,0.0009665070704739,-0.1104833647206529,146320.0,0
2013-02-05,5956.89990234375,5970.35009765625,5946.89990234375,5948.2001953125,136200.0,-0.005082013073346,6030.654931640625,6025.744946289063,5940.755986328125,6015.030637035623,0.00459178571435459,0.005615224151545578,43.39062634617041,-0.0019438945962046,-0.0059583258626568,-0.0034738052384617,-0.0388143966125617,147040.0,1
2013-02-06,5959.2001953125,5990.89990234375,5953.14990234375,5988.0498046875,157800.0,0.0003860815163471,6021.144970703125,6025.129956054688,5947.40798828125,6004.879647631418,0.0045608404266180985,0.005507789349010467,36.88520391010473,-0.005082013073346,-0.0019438945962046,-0.0059583258626568,0.15859030837004395,149120.0,0
2013-02-07,5938.7998046875,5978.5,5927.60009765625,5936.4501953125,157600.0,-0.003429216778715,6013.08994140625,6023.637451171875,5953.465986328125,5992.8651307325235,0.004376324011190365,0.005557671113678182,29.080576244004234,0.0003860815163471,-0.005082013073346,-0.0019438945962046,-0.0012674271229404788,146360.0,0
2013-02-08,5903.5,5953.7001953125,5883.64990234375,5929.10009765625,192600.0,-0.0059616645111395,5995.974951171875,6021.2474609375,5956.986982421875,5976.616925144792,0.0025981530602548265,0.005675147187918684,21.851381517855486,-0.003429216778715,0.0003860815163471,-0.005082013073346,0.22208121827411165,150860.0,0
2013-02-11,5897.85009765625,5924.14990234375,5879.10009765625,5920.0498046875,122000.0,-0.0009575010873592,5978.27998046875,6014.937475585937,5958.443984375,5962.295683783239,0.002493533932605188,0.004845342430130395,23.9764976981847,-0.0059616645111395,-0.003429216778715,0.0003860815163471,-0.3665628245067497,151750.0,1
2013-02-12,5922.5,5927.64990234375,5886.4501953125,5894.35009765625,142800.0,0.0041707627731352,5965.539990234375,6008.232470703125,5959.296982421875,5955.060104913559,0.00330947937823751,0.004767058274311081,28.624734319715927,-0.0009575010873592,-0.0059616645111395,-0.003429216778715,0.17049180327868863,150270.0,1
2013-02-13,5932.9501953125,5969.5,5922.9501953125,5943.14990234375,142600.0,0.0017629356704111,5953.260009765625,6004.7874755859375,5960.536982421875,5951.04012134973,0.003400561216733674,0.004417776666043454,34.778045603838805,0.0041707627731352,-0.0009575010873592,-0.0059616645111395,-0.0014005602240896309,152110.0,0
2013-02-14,5896.9501953125,5940.2001953125,5884.5498046875,5933.2001953125,143800.0,-0.0060862915054287,5939.480029296875,5997.674975585937,5960.690986328125,5941.205589342961,0.003615756391615557,0.004277426616612682,16.408434973795323,0.0017629356704111,0.0041707627731352,-0.0009575010873592,0.008415147265077083,149640.0,0
2013-02-15,5887.39990234375,5899.9501953125,5853.89990234375,5869.9501953125,125100.0,-0.0016208437428339,5928.330029296875,5988.824975585938,5960.428984375,5931.422737161286,0.0033820731849390846,0.004087575532178401,15.790562065357108,-0.0060862915054287,0.0017629356704111,0.0041707627731352,-0.1300417246175244,146220.0,1
2013-02-18,5898.2001953125,5911.0,5878.4501953125,5888.64990234375,114300.0,0.0018327952590558,5919.425048828125,5979.6199951171875,5959.774990234375,5925.382275006961,0.0035788146394174166,0.004031236377481075,20.8046640216662,-0.0016208437428339,-0.0060862915054287,0.0017629356704111,-0.08633093525179858,143480.0,1
2013-02-19,5939.7001953125,5947.5498046875,5883.14990234375,5900.2001953125,101000.0,0.0070114071991698,5917.705078125,5974.180004882813,5960.42099609375,5927.985533244331,0.004219307388298137,0.004338521109237094,30.36057803544631,0.0018327952590558,-0.0016208437428339,-0.0060862915054287,-0.11636045494313207,139960.0,1
2013-02-20,5943.0498046875,5971.0,5937.5498046875,5966.2998046875,135400.0,0.0005637768132327,5916.0900390625,5968.617504882813,5961.103994140625,5930.724491688544,0.0042228397997604895,0.00433047751555932,33.49533163659885,0.0070114071991698,0.0018327952590558,-0.0016208437428339,0.3405940594059407,137720.0,0
2013-02-21,5852.25,5921.14990234375,5844.39990234375,5909.64990234375,159400.0,-0.0153962340615675,5907.43505859375,5960.2625,5960.172998046875,5916.456402290627,0.006367972075996241,0.005318302856092783,27.96398389958223,0.0005637768132327,0.0070114071991698,0.0018327952590558,0.17725258493353024,137900.0,0
2013-02-22,5850.2998046875,5873.7998046875,5835.7998046875,5837.9501953125,157000.0,-0.0003332940877161,5902.1150390625,5949.044995117188,5959.418994140625,5904.427929999149,0.006172405091954676,0.0047167396138245235,28.803611806386854,-0.0153962340615675,0.0005637768132327,0.0070114071991698,-0.01505646173149311,134340.0,1
2013-02-25,5854.75,5878.39990234375,5825.0,5870.5498046875,125100.0,0.0007603889946953,5897.805029296875,5938.042504882813,5959.483994140625,5895.395579090212,0.006194655092884852,0.004735221503768309,32.811778528176944,-0.0003332940877161,-0.0153962340615675,0.0005637768132327,-0.20318471337579613,134650.0,0
2013-02-26,5761.35009765625,5838.85009765625,5748.60009765625,5838.2998046875,157400.0,-0.0160814583933148,5881.6900390625,5923.615014648438,5957.118994140625,5871.023673374946,0.007570837223254238,0.005695884627602118,24.52030279058829,0.0007603889946953,-0.0003332940877161,-0.0153962340615675,0.25819344524380505,136110.0,1
2013-02-27,5796.89990234375,5818.2001953125,5749.7001953125,5784.89990234375,175200.0,0.0061514358641312,5868.085009765625,5910.672509765625,5955.898994140625,5857.546624096547,0.007978286261724041,0.005970627551560014,32.412005863249746,-0.0160814583933148,0.0007603889946953,-0.0003332940877161,0.1130876747141043,139370.0,0
2013-02-28,5693.0498046875,5849.89990234375,5671.89990234375,5834.35009765625,334900.0,-0.0180771767218281,5847.694970703125,5893.5875,5951.823994140625,5827.638111476721,0.00938442582938874,0.006949361114378807,27.70419448887492,0.0061514358641312,-0.0160814583933148,0.0007603889946953,0.9115296803652968,158480.0,1
2013-03-01,5719.7001953125,5739.4501953125,5679.89990234375,5702.4501953125,174500.0,0.0046702922723598,5830.925,5879.627514648438,5947.62599609375,5808.013035810499,0.009730306046763606,0.007108900370943473,31.93025100959524,-0.0180771767218281,0.0061514358641312,-0.0160814583933148,-0.4789489399820842,163420.0,0
2013-03-04,5698.5,5712.0,5663.60009765625,5704.7001953125,144900.0,-0.0037134082975174,5810.95498046875,5865.190014648438,5943.267998046875,5788.101574754044,0.009588239410659624,0.007114157456008179,27.11955535073386,0.0046702922723598,-0.0180771767218281,0.0061514358641312,-0.16962750716332375,166480.0,1
2013-03-05,5784.25,5790.10009765625,5722.39990234375,5722.4501953125,154400.0,0.0149357242920014,5795.4099609375,5856.55751953125,5941.998994140625,5787.401288435127,0.010799357121842079,0.008071304364933819,36.83604907703906,-0.0037134082975174,0.0046702922723598,-0.0180771767218281,0.06556245686680473,171820.0,1
2013-03-06,5818.60009765625,5828.7001953125,5795.0498046875,5816.39990234375,156900.0,0.0059209931562243,5782.964990234375,5849.527514648437,5941.25599609375,5793.073799202604,0.011105153921822162,0.008231612576476765,43.04359625537464,0.0149357242920014,-0.0037134082975174,0.0046702922723598,0.016191709844559643,173970.0,1
2013-03-07,5863.2998046875,5878.0,5801.2998046875,5801.2998046875,134700.0,0.0076528519439755,5784.069970703125,5845.752514648438,5940.409990234375,5805.8421638362215,0.010412985614337612,0.008443482868231794,47.985953045696675,0.0059209931562243,0.0149357242920014,-0.0037134082975174,-0.141491395793499,171500.0,1
2013-03-08,5945.7001953125,5952.85009765625,5883.0,5883.64990234375,150800.0,0.0139557503597899,5793.610009765625,5847.862524414062,5941.9219921875,5831.2708968319075,0.011277882995129815,0.008942581054207874,53.545303202143515,0.0076528519439755,0.0059209931562243,0.0149357242920014,0.1195248700816629,170880.0,0
2013-03-11,5942.35009765625,5971.2001953125,5930.35009765625,5946.10009765625,125400.0,-0.0005636075996267,5802.37001953125,5850.0875244140625,5942.6019921875,5851.467115163607,0.011296819622475987,0.008939969042817719,50.20972697234942,0.0139557503597899,0.0076528519439755,0.0059209931562243,-0.16843501326259946,170910.0,0
2013-03-12,5914.10009765625,5952.0,5893.64990234375,5944.60009765625,115900.0,-0.0047653476368216,5817.64501953125,5849.667529296875,5942.7819921875,5862.854930162269,0.009810657411630466,0.008963597584301312,47.79565458897504,-0.0005636075996267,0.0139557503597899,0.0076528519439755,-0.0757575757575758,166760.0,0
2013-03-13,5851.2001953125,5893.85009765625,5842.25,5884.7998046875,116700.0,-0.0106925450363117,5823.075048828125,5845.580029296875,5939.94099609375,5860.7358874623105,0.010554158613216789,0.00925735371844037,49.91651665550967,-0.0047653476368216,-0.0005636075996267,0.0139557503597899,0.00690250215703192,160910.0,1
2013-03-14,5908.9501953125,5920.14990234375,5791.75,5845.9501953125,149000.0,0.0098213819198845,5844.665087890625,5846.180029296875,5937.93,5869.502125253253,0.00844809019834622,0.009451006124741741,54.28385973922223,-0.0106925450363117,-0.0047653476368216,-0.0005636075996267,0.2767780634104542,142320.0,0
2013-03-15,5872.60009765625,5945.64990234375,5861.0,5914.89990234375,152200.0,-0.0061707011549123,5859.955078125,5845.4400390625,5935.05900390625,5870.06539296289,0.008991045777495555,0.009548902139592941,51.24573107856588,0.0098213819198845,-0.0106925450363117,-0.0047653476368216,0.021476510067114152,140090.0,0
2013-03-18,5835.25,5850.2001953125,5814.35009765625,5816.75,102700.0,-0.0063803728356968,5873.630078125,5842.292529296875,5931.996005859375,5863.735321515091,0.009236582528492488,0.009636441492435126,55.595079042455424,-0.0061707011549123,0.0098213819198845,-0.0106925450363117,-0.32522996057818665,135870.0,0
2013-03-19,5745.9501953125,5863.60009765625,5724.2998046875,5859.5,182300.0,-0.0154218169171235,5869.80009765625,5832.605029296875,5926.881005859375,5842.31984402371,0.009628713871261043,0.01000998986989212,46.43284713803885,-0.0063803728356968,-0.0061707011549123,0.0098213819198845,0.7750730282375853,138660.0,0
2013-03-20,5694.39990234375,5745.2998046875,5682.2998046875,5740.5498046875,187600.0,-0.0090120741807689,5857.380078125,5820.172534179687,5921.33900390625,5815.425309172808,0.009651871086764092,0.010126453348940663,50.10199406700698,-0.0154218169171235,-0.0063803728356968,-0.0061707011549123,0.029072956664838223,141730.0,0
